Id;Dato;Start;Slutt dato;Slutt;Plasser;Undform;Partinr;Aktivitet;Emne;Fagperson;Email;Tittel;Stedkode;Sted;Rom;Fag;Studentgr;Terminnr;
24V-SOS2402-1-1-1-501;06.03.2024;12:15;06.03.2024;14:00;70;FOR;;Lectures;SOS2402;Lappegård, Trude;;Professor;185170700;SV-ISS;BL271501 Auditorium 1;;622, 971, 2229, 5211, 5869;1;
24V-SGO1004-1-1-3-2-1;06.03.2024;12:15;06.03.2024;14:00;14;SEM;2;Seminargruppe 2: ;SGO1004;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL11134 Seminarrom 134;;5034;1;
24V-SOS4200-1-1-2-1;06.03.2024;12:15;06.03.2024;14:00;40;SEM-F;;Seminarer;SOS4200;Byrkjeflot, Haldor;;Professor;185170700;SV-ISS;BL11101 Seminarrom 101;;4624, 6139, 6140, 6141, 6142, 6564;1;
24V-SOSGEO4801-1-1-1-1;06.03.2024;12:15;06.03.2024;14:00;40;SEMFOR;;Forelesning og studentaktiviteter;SOSGEO4801;Sunnemark, Erik Ludvig;;Stipendiat;185170700;SV-ISS;BL11201 Seminarrom 201;;4624, 5407;1;
24V-SOS1100-1-1-2-2-1;06.03.2024;14:15;06.03.2024;16:00;18;SEM;2;Seminar 2;SOS1100;Kjos, Hannah Løke;;Stipendiat;185170700;SV-ISS;BL11150 Seminarrom 150;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SGO2302-1-1-1-501;06.03.2024;14:15;06.03.2024;16:00;120;FOR;;Lecture: ;SGO2302;Milkoreit, Manjana;;Postdoktor;185170700;SV-ISS;BL16103 Arne Næss auditorium 103;;1642, 5034, 5806;1;
24V-SOS1100-1-1-2-5-1;07.03.2024;08:15;07.03.2024;10:00;18;SEM;5;Seminar 5;SOS1100;Kjos, Hannah Løke;;Stipendiat;185170700;SV-ISS;BL11150 Seminarrom 150;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-HGO4941-1-1-1-1;07.03.2024;09:15;07.03.2024;12:00;25;FOR;;Forelesninger: Lecture;HGO4941;Tollefsen, Andreas Forø;;Førsteamanuensis;185170700;SV-ISS;BL10351 PC-stue 351;;4594;1;
24V-SOS4001-1-1-1-1;07.03.2024;10:15;07.03.2024;12:00;60;FOR;;Forelesninger;SOS4001;Andersen, Bjørn Schiermer;;Professor;185170700;SV-ISS;BL09113 Auditorium 4;;4624;1;
24V-SOS4001-1-1-1-1;07.03.2024;10:15;07.03.2024;12:00;60;FOR;;Forelesninger;SOS4001;Birkelund, Gunn Elisabeth;;Professor;185900100;UiO - udefinert;BL09113 Auditorium 4;;4624;1;
24V-SGO1004-1-1-3-3-501;07.03.2024;10:15;07.03.2024;12:00;17;SEM;3;Seminargruppe 3: ;SGO1004;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL11138 Seminarrom 138;;5034;1;
24V-SOS2950-1-1-1-501;07.03.2024;10:15;07.03.2024;12:00;30;FOR;;Forelesninger;SOS2950;Isungset, Martin Arstad;;Postdoktor;185170700;SV-ISS;BL09116 Auditorium 5;;971, 2229, 4622;1;
24V-SOS9006-1-1-1-1;07.03.2024;10:30;07.03.2024;18:00;20;HSEM;1;Heldagsseminar: Avhandlingsseminar: Mot levering reservedag;SOS9006;Gentile, Michael;;Professor;185170700;SV-ISS;;;;1;
24V-SOS9006-1-1-1-1;07.03.2024;10:30;07.03.2024;18:00;20;HSEM;1;Heldagsseminar: Avhandlingsseminar: Mot levering reservedag;SOS9006;Gugushvili, Alexi;;Professor;185170700;SV-ISS;;;;1;
24V-SGO1004-1-1-3-1-501;07.03.2024;12:15;07.03.2024;14:00;17;SEM;1;Seminargruppe 1: ;SGO1004;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL11124 Seminarrom 124;;5034;1;
24V-SOS4200-1-1-1-501;07.03.2024;12:15;07.03.2024;14:00;65;FOR;;Forelesninger;SOS4200;Engelstad, Fredrik;;Dosent;185170700;SV-ISS;BL09113 Auditorium 4;;4624, 6139, 6140, 6141, 6142, 6564;1;
24V-HGO4010-1-1-2-1;07.03.2024;12:15;07.03.2024;15:00;30;SEMFOR;;Lecture;HGO4010;Houeland, Camilla;;Førsteamanuensis;185170700;SV-ISS;BL09116 Auditorium 5;;4594, 5407;1;
