Id;Dato;Start;Slutt dato;Slutt;Plasser;Undform;Partinr;Aktivitet;Emne;Fagperson;Email;Tittel;Stedkode;Sted;Rom;Fag;Studentgr;Terminnr;
24V-KULKOM3090-1-1-3-2-1;19.01.2024;10:15;19.01.2024;12:00;12;SEM;2;Seminargruppe 2;KULKOM3090;Moen-Larsen, Natalia;;Førstelektor;185170700;SV-ISS;BL273528 Grupperom 8;;622, 1573, 2133, 2135, 5869, 6412;1;
24V-SOSGEO1120-1-1-1-501;19.01.2024;10:15;19.01.2024;12:00;200;FOR;;Forelesning;SOSGEO1120;Nosrati, Elias;;;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-SGO1004-1-1-2-2;19.01.2024;12:15;19.01.2024;14:00;50;FOR;;Forelesninger: ;SGO1004;Gentile, Michael;;Professor;185170700;SV-ISS;BL09113 Auditorium 4;;5034;1;
24V-SGO1004-1-1-2-2;19.01.2024;12:15;19.01.2024;14:00;50;FOR;;Forelesninger: ;SGO1004;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL09113 Auditorium 4;;5034;1;
24V-KULKOM3090-1-1-3-4-501;19.01.2024;12:15;19.01.2024;14:00;12;SEM;4;Seminargruppe 4;KULKOM3090;Moen-Larsen, Natalia;;Førstelektor;185170700;SV-ISS;BL273528 Grupperom 8;;622, 1573, 2133, 2135, 5869, 6412;1;
24V-KULKOM3090-1-1-3-1-1;19.01.2024;14:15;19.01.2024;16:00;12;SEM;1;Seminargruppe 1;KULKOM3090;Storm-Mathisen, Frøja Isabella;;Stipendiat;185170700;SV-ISS;BL273528 Grupperom 8;;622, 1573, 2133, 2135, 5869, 6412;1;
24V-SOS4100-1-1-1-1;22.01.2024;08:15;22.01.2024;10:00;30;SEMFOR;;Forelesning og studentaktiviteter;SOS4100;Borgen, Solveig Topstad;;Postdoktor;185170700;SV-ISS;BL11301 Seminarrom 301;;4624, 5493;1;
24V-SOSGEO2800-1-1-1-501;22.01.2024;10:15;22.01.2024;12:00;130;FOR;;Forelesninger;SOSGEO2800;Midtbøen, Arnfinn Haagensen;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2229, 4622, 5211, 5869, 5898;1;
24V-SVPRO4000-1-1-1-1;22.01.2024;10:15;22.01.2024;16:00;40;SEM-F;;Oppstarstsamling: Oppstartssamling dag 1;SVPRO4000;Karlsen, Beate;;Førsteamanuensis;185170700;SV-ISS;BL11201 Seminarrom 201;;6139, 6564;1;
24V-SVLEP3090-1-1-3-2-1;22.01.2024;12:15;22.01.2024;14:00;12;SEM;2;Seminar 2;SVLEP3090;Kjellman, Kjell Erling;;Førstelektor;185170700;SV-ISS;BL11134 Seminarrom 134;;3931;1;
24V-SOS1100-1-1-1-1;22.01.2024;14:15;22.01.2024;16:00;141;FOR;;Forelesning;SOS1100;Flemmen, Magne Paalgard;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SOSGEO1120-1-1-1-1;23.01.2024;08:15;23.01.2024;10:00;200;FOR;;Forelesning;SOSGEO1120;Nosrati, Elias;;;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-SOSGEO1120-1-1-1-1;23.01.2024;08:15;23.01.2024;10:00;200;FOR;;Forelesning;SOSGEO1120;Hermansen, Are Skeie;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-SOS2100-1-1-1-1;23.01.2024;10:15;23.01.2024;12:00;170;FOR;;Forelesning;SOS2100;Flemmen, Magne Paalgard;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2116, 2229, 4622, 5800, 5869;1;
24V-UTV3091-1-1-1-3-1;23.01.2024;10:15;23.01.2024;12:00;15;SEM;3;Seminargruppe 3;UTV3091;Fagervold, Ida;;Stipendiat;185170700;SV-ISS;BL11134 Seminarrom 134;;6386;1;
24V-SVPRO4000-1-1-1-501;23.01.2024;10:15;23.01.2024;16:00;40;SEM-F;;Oppstarstsamling: Oppstartssamling dag 2;SVPRO4000;Karlsen, Beate;;Førsteamanuensis;185170700;SV-ISS;BL11201 Seminarrom 201;;6139, 6564;1;
24V-SVLEP3090-1-1-3-1-1;23.01.2024;12:15;23.01.2024;14:00;12;SEM;1;Seminar 1;SVLEP3090;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL11134 Seminarrom 134;;3931;1;
24V-SOS2402-1-1-1-1;23.01.2024;12:15;23.01.2024;14:00;70;FOR;;Lectures;SOS2402;Lappegård, Trude;;Professor;185170700;SV-ISS;BL09107 Auditorium 2;;622, 971, 2229, 5211, 5869;1;
24V-SGO3200-1-1-1-1;23.01.2024;12:15;23.01.2024;15:00;40;FOR;;Forelesning: ;SGO3200;Sæther, Bjørnar;;Professor;185170700;SV-ISS;BL273513 Undervisningsrom 3;;1642, 5032, 5034;1;
24V-SVPRO4000-1-1-3-1;24.01.2024;10:15;24.01.2024;12:00;1;SEM-F;;Samling: Kurs i datahåndtering;SVPRO4000;Bochynska, Agata;;Førstebibliotekar;185340000;UB;DIGTEACANVAS Canvas;;6139, 6564;1;
24V-SOS4050-1-1-1-1;24.01.2024;10:15;24.01.2024;12:00;40;FOR;;Forelesning;SOS4050;Lappegård, Trude;;Professor;185170700;SV-ISS;BL26209 Auditorium 209;;4624;1;
24V-SVPRO4000-1-1-3-1;24.01.2024;10:15;24.01.2024;12:00;1;SEM-F;;Samling: Kurs i datahåndtering;SVPRO4000;Forsetløkken, Runar;;Rådgiver;185170700;SV-ISS;DIGTEACANVAS Canvas;;6139, 6564;1;
24V-SOSGEO4801-1-1-1-1;24.01.2024;12:15;24.01.2024;14:00;40;SEMFOR;;Forelesning og studentaktiviteter;SOSGEO4801;Andersson, Mette;;Professor;185170700;SV-ISS;BL11201 Seminarrom 201;;4624, 5407;1;
24V-SGO3500-1-1-1-501;24.01.2024;14:15;24.01.2024;16:00;40;SEM-F;;Forelesning;SGO3500;Gentile, Michael;;Professor;185170700;SV-ISS;BL09107 Auditorium 2;;5032, 5034, 5833;1;
24V-SGO2302-1-1-1-1;24.01.2024;14:15;24.01.2024;16:00;120;FOR;;Lecture: ;SGO2302;O'Brien, Karen;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;1642, 5034, 5806;1;
24V-HGO4941-1-1-1-1;25.01.2024;09:15;25.01.2024;12:00;25;FOR;;Forelesninger: Lecture;HGO4941;Tollefsen, Andreas Forø;;Førsteamanuensis;185170700;SV-ISS;BL10351 PC-stue 351;;4594;1;
24V-SGO2100-1-1-1-1;25.01.2024;10:15;25.01.2024;12:00;100;FOR;;Forelesning: ;SGO2100;Røe, Per Gunnar;;Professor;185170700;SV-ISS;BL09132 Trygve Haavelmos auditorium 7;;5833;1;
24V-SOS2901-1-1-1-1;25.01.2024;10:15;25.01.2024;12:00;38;FOR;;Forelesninger;SOS2901;Skardhamar, Torbjørn;;Professor;185170700;SV-ISS;BL09130 Auditorium 6;;622, 971, 2229, 4622, 5869;1;
24V-SGO1004-1-1-2-1;25.01.2024;12:15;25.01.2024;14:00;50;FOR;;Forelesninger: ;SGO1004;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL09113 Auditorium 4;;5034;1;
24V-HGO4010-1-1-2-1;25.01.2024;12:15;25.01.2024;15:00;30;SEMFOR;;Lecture;HGO4010;Houeland, Camilla;;Førsteamanuensis;185170700;SV-ISS;BL09116 Auditorium 5;;4594, 5407;1;
24V-SOS9032-1-1-1-1;26.01.2024;09:00;26.01.2024;16:00;20;SEMFOR;;Heldagsseminar;SOS9032;Borgen, Solveig Topstad;;Postdoktor;185170700;SV-ISS;BL11301 Seminarrom 301;;;1;
24V-SOS9032-1-1-1-1;26.01.2024;09:00;26.01.2024;16:00;20;SEMFOR;;Heldagsseminar;SOS9032;Lappegård, Trude;;Professor;185170700;SV-ISS;BL11301 Seminarrom 301;;;1;
24V-SGO1004-1-1-2-2;26.01.2024;12:15;26.01.2024;14:00;50;FOR;;Forelesninger: ;SGO1004;Gentile, Michael;;Professor;185170700;SV-ISS;BL09113 Auditorium 4;;5034;1;
24V-SOS4100-1-1-1-1;29.01.2024;08:15;29.01.2024;10:00;30;SEMFOR;;Forelesning og studentaktiviteter;SOS4100;Gugushvili, Alexi;;Professor;185170700;SV-ISS;BL11301 Seminarrom 301;;4624, 5493;1;
24V-SVPRO4000-1-1-3-501;29.01.2024;09:15;29.01.2024;12:00;40;SEM-F;;Samling: Design, metodevalg og prosjektbeskrivelse;SVPRO4000;Johannessen, Beatrice;;Stipendiat;185170700;SV-ISS;BL11201 Seminarrom 201;;6139, 6564;1;
24V-SGO3500-1-1-2-2-1;29.01.2024;10:15;29.01.2024;12:00;18;SEM;2;Seminar 2: ;SGO3500;Schnell, Alf Jørgen;;Stipendiat;185170700;SV-ISS;BL11132 Seminarrom 132;;5032, 5034, 5833;1;
24V-OLA4090-1-1-1-501;29.01.2024;12:15;29.01.2024;13:00;50;KOL;;Digitalt statusmøte;OLA4090;Kjekshus, Lars Erik;;Professor;185170700;SV-ISS;DIGUND1  ;;6408;1;
24V-SGO3500-1-1-2-1-1;29.01.2024;12:15;29.01.2024;14:00;18;SEM;1;Seminar 1: ;SGO3500;Schnell, Alf Jørgen;;Stipendiat;185170700;SV-ISS;BL11140 Seminarrom 140;;5032, 5034, 5833;1;
24V-SVLEP3090-1-1-3-2-1;29.01.2024;12:15;29.01.2024;14:00;12;SEM;2;Seminar 2;SVLEP3090;Kjellman, Kjell Erling;;Førstelektor;185170700;SV-ISS;BL11134 Seminarrom 134;;3931;1;
24V-SOS1100-1-1-1-1;29.01.2024;14:15;29.01.2024;16:00;141;FOR;;Forelesning;SOS1100;Flemmen, Magne Paalgard;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SGO2100-1-1-2-4-1;29.01.2024;14:15;29.01.2024;16:00;22;SEM;4;Seminargruppe 4: ;SGO2100;Sjøstedt, Tine Ellen;;;185170700;SV-ISS;BL11124 Seminarrom 124;;;1;
24V-SOSGEO1120-1-1-1-1;30.01.2024;08:15;30.01.2024;10:00;200;FOR;;Forelesning;SOSGEO1120;Hermansen, Are Skeie;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-SOSGEO1120-1-1-1-1;30.01.2024;08:15;30.01.2024;10:00;200;FOR;;Forelesning;SOSGEO1120;Nosrati, Elias;;;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-UTV3091-1-1-1-3-1;30.01.2024;10:15;30.01.2024;12:00;15;SEM;3;Seminargruppe 3;UTV3091;Fagervold, Ida;;Stipendiat;185170700;SV-ISS;BL11134 Seminarrom 134;;6386;1;
24V-SOS2100-1-1-1-1;30.01.2024;10:15;30.01.2024;12:00;170;FOR;;Forelesning;SOS2100;Flemmen, Magne Paalgard;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2116, 2229, 4622, 5800, 5869;1;
24V-SGO2100-1-1-1-2;30.01.2024;10:15;30.01.2024;12:00;100;FOR;;Forelesning: Filmvisning;SGO2100;Røe, Per Gunnar;;Professor;185170700;SV-ISS;BL09132 Trygve Haavelmos auditorium 7;;5833;1;
24V-SVLEP3090-1-1-3-1-1;30.01.2024;12:15;30.01.2024;14:00;12;SEM;1;Seminar 1;SVLEP3090;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL11134 Seminarrom 134;;3931;1;
24V-SOS2402-1-1-1-1;30.01.2024;12:15;30.01.2024;14:00;70;FOR;;Lectures;SOS2402;Lappegård, Trude;;Professor;185170700;SV-ISS;BL09107 Auditorium 2;;622, 971, 2229, 5211, 5869;1;
24V-SGO3200-1-1-1-1;30.01.2024;12:15;30.01.2024;15:00;40;FOR;;Forelesning: ;SGO3200;Sæther, Bjørnar;;Professor;185170700;SV-ISS;BL273513 Undervisningsrom 3;;1642, 5032, 5034;1;
24V-SVPRO4000-1-1-3-515;31.01.2024;10:15;31.01.2024;11:00;1;SEM-F;;Samling: Orakeltime GDPR;SVPRO4000;Forsetløkken, Runar;;Rådgiver;185170700;SV-ISS;BL11201 Seminarrom 201;;6139, 6564;1;
24V-SVPRO4000-1-1-3-515;31.01.2024;10:15;31.01.2024;11:00;1;SEM-F;;Samling: Orakeltime GDPR;SVPRO4000;Bochynska, Agata;;Førstebibliotekar;185340000;UB;BL11201 Seminarrom 201;;6139, 6564;1;
24V-SOS4050-1-1-1-1;31.01.2024;10:15;31.01.2024;12:00;40;FOR;;Forelesning;SOS4050;Sunnemark, Erik Ludvig;;Stipendiat;185170700;SV-ISS;BL26209 Auditorium 209;;4624;1;
24V-SOS4050-1-1-1-1;31.01.2024;10:15;31.01.2024;12:00;40;FOR;;Forelesning;SOS4050;Borgen, Solveig Topstad;;Postdoktor;185170700;SV-ISS;BL26209 Auditorium 209;;4624;1;
24V-SGO1004-1-1-2-3;31.01.2024;12:15;31.01.2024;14:00;50;FOR;;Forelesninger: Bibliotekskurs;SGO1004;Sundsbak, Ragnhild;;Universitetsbibliotekar;185342000;UB-HS;BL09113 Auditorium 4;;5034;1;
24V-SOS2500-1-1-1-1;31.01.2024;12:15;31.01.2024;14:00;125;FOR;;Forelesninger;SOS2500;Parker, John Nathaniel;;Professor;185170700;SV-ISS;BL09132 Trygve Haavelmos auditorium 7;;622, 971, 2229, 2328, 4622, 5869, 5898;1;
24V-SOSGEO4801-1-1-1-1;31.01.2024;12:15;31.01.2024;14:00;40;SEMFOR;;Forelesning og studentaktiviteter;SOSGEO4801;Andersson, Mette;;Professor;185170700;SV-ISS;BL11201 Seminarrom 201;;4624, 5407;1;
24V-SGO3500-1-1-1-501;31.01.2024;14:15;31.01.2024;16:00;40;SEM-F;;Forelesning;SGO3500;Gentile, Michael;;Professor;185170700;SV-ISS;BL09107 Auditorium 2;;5032, 5034, 5833;1;
24V-SGO2302-1-1-1-1;31.01.2024;14:15;31.01.2024;16:00;120;FOR;;Lecture: ;SGO2302;O'Brien, Karen;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;1642, 5034, 5806;1;
24V-HGO4941-1-1-1-1;01.02.2024;09:15;01.02.2024;12:00;25;FOR;;Forelesninger: Lecture;HGO4941;Tollefsen, Andreas Forø;;Førsteamanuensis;185170700;SV-ISS;BL10351 PC-stue 351;;4594;1;
24V-SOS4001-1-1-1-1;01.02.2024;10:15;01.02.2024;12:00;60;FOR;;Forelesninger;SOS4001;Andersen, Bjørn Schiermer;;Professor;185170700;SV-ISS;BL09113 Auditorium 4;;4624;1;
24V-SGO2100-1-1-1-1;01.02.2024;10:15;01.02.2024;12:00;100;FOR;;Forelesning: ;SGO2100;Røe, Per Gunnar;;Professor;185170700;SV-ISS;BL09132 Trygve Haavelmos auditorium 7;;5833;1;
24V-SOS2950-1-1-1-501;01.02.2024;10:15;01.02.2024;12:00;30;FOR;;Forelesninger;SOS2950;Isungset, Martin Arstad;;Postdoktor;185170700;SV-ISS;BL09116 Auditorium 5;;971, 2229, 4622;1;
24V-SOS4001-1-1-1-1;01.02.2024;10:15;01.02.2024;12:00;60;FOR;;Forelesninger;SOS4001;Birkelund, Gunn Elisabeth;;Professor;185900100;UiO - udefinert;BL09113 Auditorium 4;;4624;1;
24V-SGO1004-1-1-2-1;01.02.2024;12:15;01.02.2024;14:00;50;FOR;;Forelesninger: ;SGO1004;Gentile, Michael;;Professor;185170700;SV-ISS;BL09113 Auditorium 4;;5034;1;
24V-HGO4010-1-1-2-1;01.02.2024;12:15;01.02.2024;15:00;30;SEMFOR;;Lecture;HGO4010;Houeland, Camilla;;Førsteamanuensis;185170700;SV-ISS;BL09116 Auditorium 5;;4594, 5407;1;
24V-SGO3090-1-1-1-1;01.02.2024;14:15;01.02.2024;16:00;30;SEMFOR;;Forelesning;SGO3090;Sæther, Bjørnar;;Professor;185170700;SV-ISS;BL11301 Seminarrom 301;;5032;1;
24V-SGO2100-1-1-2-1-1;02.02.2024;10:15;02.02.2024;12:00;22;SEM;1;Seminargruppe 1: ;SGO2100;Star, Marieke Elisabeth van der;;Stipendiat;185170700;SV-ISS;BL11124 Seminarrom 124;;;1;
24V-SGO2100-1-1-2-2-1;02.02.2024;10:15;02.02.2024;12:00;22;SEM;2;Seminargruppe 2: ;SGO2100;Schnell, Alf Jørgen;;Stipendiat;185170700;SV-ISS;BL11114 Seminarrom 114;;;1;
24V-KULKOM3090-1-1-3-3-1;05.02.2024;08:15;05.02.2024;10:00;12;SEM;3;Seminargruppe 3;KULKOM3090;Storm-Mathisen, Frøja Isabella;;Stipendiat;185170700;SV-ISS;BL273528 Grupperom 8;;622, 1573, 2133, 2135, 5869, 6412;1;
24V-SOS4100-1-1-1-1;05.02.2024;08:15;05.02.2024;10:00;30;SEMFOR;;Forelesning og studentaktiviteter;SOS4100;Isungset, Martin Arstad;;Postdoktor;185170700;SV-ISS;BL11301 Seminarrom 301;;4624, 5493;1;
24V-SVPRO4000-1-1-3-502;05.02.2024;09:15;05.02.2024;12:00;40;SEM-F;;Samling: Prosjektarbeid og roller - prosjektarbeid;SVPRO4000;Karlsen, Beate;;Førsteamanuensis;185170700;SV-ISS;BL11201 Seminarrom 201;;6139, 6564;1;
24V-SGO3500-1-1-2-2-1;05.02.2024;10:15;05.02.2024;12:00;18;SEM;2;Seminar 2: ;SGO3500;Schnell, Alf Jørgen;;Stipendiat;185170700;SV-ISS;BL11132 Seminarrom 132;;5032, 5034, 5833;1;
24V-SGO2302-1-1-2-1-501;05.02.2024;12:15;05.02.2024;14:00;22;SEM;1;Group 1: Seminar group 1;SGO2302;Berg, Siri Adele Langaas;;;185170700;SV-ISS;BL11120 Seminarrom 120;;1642, 5034, 5806;1;
24V-SGO3500-1-1-2-1-1;05.02.2024;12:15;05.02.2024;14:00;18;SEM;1;Seminar 1: ;SGO3500;Schnell, Alf Jørgen;;Stipendiat;185170700;SV-ISS;BL11140 Seminarrom 140;;5032, 5034, 5833;1;
24V-SVLEP3090-1-1-3-2-1;05.02.2024;12:15;05.02.2024;14:00;12;SEM;2;Seminar 2;SVLEP3090;Kjellman, Kjell Erling;;Førstelektor;185170700;SV-ISS;BL11134 Seminarrom 134;;3931;1;
24V-SVPRO4000-1-1-3-503;05.02.2024;14:15;05.02.2024;16:00;16;SEM-F;;Samling: Gruppeundervisning - Litteratur og kilder;SVPRO4000;Lien, Marianne Inez;;Universitetsbibliotekar;185342000;UB-HS;BL11038 Seminarrom 038;;6139, 6564;1;
24V-SGO2100-1-1-2-4-1;05.02.2024;14:15;05.02.2024;16:00;22;SEM;4;Seminargruppe 4: ;SGO2100;Sjøstedt, Tine Ellen;;;185170700;SV-ISS;BL11124 Seminarrom 124;;;1;
24V-SOS1100-1-1-1-1;05.02.2024;14:15;05.02.2024;16:00;141;FOR;;Forelesning;SOS1100;Flemmen, Magne Paalgard;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2116, 2229, 4622, 5800, 5869, 6130;1;
24V-SOSGEO1120-1-1-1-1;06.02.2024;08:15;06.02.2024;10:00;200;FOR;;Forelesning;SOSGEO1120;Hermansen, Are Skeie;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-SOSGEO1120-1-1-1-1;06.02.2024;08:15;06.02.2024;10:00;200;FOR;;Forelesning;SOSGEO1120;Nosrati, Elias;;;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;971, 1642, 1920, 2040, 2116, 2229, 4622, 5034, 5799, 5800, 5802, 5806, 5851, 6130, 6392, 6420, 6421;1;
24V-SOS2100-1-1-1-1;06.02.2024;10:15;06.02.2024;12:00;170;FOR;;Forelesning;SOS2100;Flemmen, Magne Paalgard;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;622, 971, 2116, 2229, 4622, 5800, 5869;1;
24V-SVLEP3090-1-1-3-1-1;06.02.2024;12:15;06.02.2024;14:00;12;SEM;1;Seminar 1;SVLEP3090;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL11134 Seminarrom 134;;3931;1;
24V-SOS2402-1-1-1-1;06.02.2024;12:15;06.02.2024;14:00;70;FOR;;Lectures;SOS2402;Lappegård, Trude;;Professor;185170700;SV-ISS;BL09107 Auditorium 2;;622, 971, 2229, 5211, 5869;1;
24V-SGO3200-1-1-1-1;06.02.2024;12:15;06.02.2024;15:00;40;FOR;;Forelesning: ;SGO3200;Sæther, Bjørnar;;Professor;185170700;SV-ISS;BL273513 Undervisningsrom 3;;1642, 5032, 5034;1;
24V-SOS4016-1-1-1-1;06.02.2024;12:15;06.02.2024;15:00;9;FOR;;Forelesning;SOS4016;Hermansen, Are Skeie;;Professor;185170700;SV-ISS;BL11038 Seminarrom 038;;4624;1;
24V-HGO4090-1-1-1-1;06.02.2024;14:15;06.02.2024;16:00;25;FOR;;Seminar for students at second semester;HGO4090;Nightingale, Andrea Joslyn;;Professor;185170700;SV-ISS;BL11201 Seminarrom 201;;4594;1;
24V-SGO2302-1-1-2-2-1;07.02.2024;08:15;07.02.2024;10:00;22;SEM;2;Group 2: Seminar group 2;SGO2302;Stout, Ole Ronel;;;185170700;SV-ISS;BL11124 Seminarrom 124;;1642, 5034, 5806;1;
24V-SOS4050-1-1-1-1;07.02.2024;10:15;07.02.2024;12:00;40;FOR;;Forelesning;SOS4050;Nosrati, Elias;;;185170700;SV-ISS;BL26209 Auditorium 209;;4624;1;
24V-SOS4050-1-1-1-1;07.02.2024;10:15;07.02.2024;12:00;40;FOR;;Forelesning;SOS4050;Storm-Mathisen, Frøja Isabella;;Stipendiat;185170700;SV-ISS;BL26209 Auditorium 209;;4624;1;
24V-SGO1004-1-1-3-3-1;07.02.2024;12:15;07.02.2024;14:00;10;SEM;3;Seminargruppe 3: ;SGO1004;Gentile, Michael;;Professor;185170700;SV-ISS;BL11038 Seminarrom 038;;5034;1;
24V-SOS2500-1-1-1-1;07.02.2024;12:15;07.02.2024;14:00;125;FOR;;Forelesninger;SOS2500;Parker, John Nathaniel;;Professor;185170700;SV-ISS;BL09132 Trygve Haavelmos auditorium 7;;622, 971, 2229, 2328, 4622, 5869, 5898;1;
24V-SOSGEO4801-1-1-1-1;07.02.2024;12:15;07.02.2024;14:00;40;SEMFOR;;Forelesning og studentaktiviteter;SOSGEO4801;Stokke, Kristian;;Professor;185170700;SV-ISS;BL11201 Seminarrom 201;;4624, 5407;1;
24V-SGO1004-1-1-3-2-1;07.02.2024;12:15;07.02.2024;14:00;14;SEM;2;Seminargruppe 2: ;SGO1004;Herstad, Sverre Johan;;Professor;185170700;SV-ISS;BL11134 Seminarrom 134;;5034;1;
24V-SGO2302-1-1-1-1;07.02.2024;14:15;07.02.2024;16:00;120;FOR;;Lecture: ;SGO2302;O'Brien, Karen;;Professor;185170700;SV-ISS;BL09104 Ragnar Frischs auditorium 1;;1642, 5034, 5806;1;
24V-SGO3500-1-1-1-501;07.02.2024;14:15;07.02.2024;16:00;40;SEM-F;;Forelesning;SGO3500;Gentile, Michael;;Professor;185170700;SV-ISS;BL09107 Auditorium 2;;5032, 5034, 5833;1;
24V-HGO4941-1-1-1-1;08.02.2024;09:15;08.02.2024;12:00;25;FOR;;Forelesninger: Lecture;HGO4941;Tollefsen, Andreas Forø;;Førsteamanuensis;185170700;SV-ISS;BL10351 PC-stue 351;;4594;1;
24V-SOS4001-1-1-1-1;08.02.2024;10:15;08.02.2024;12:00;60;FOR;;Forelesninger;SOS4001;Birkelund, Gunn Elisabeth;;Professor;185900100;UiO - udefinert;BL09113 Auditorium 4;;4624;1;
24V-SGO2100-1-1-1-1;08.02.2024;10:15;08.02.2024;12:00;100;FOR;;Forelesning: ;SGO2100;Røe, Per Gunnar;;Professor;185170700;SV-ISS;BL09132 Trygve Haavelmos auditorium 7;;5833;1;
24V-SOS2901-1-1-1-1;08.02.2024;10:15;08.02.2024;12:00;38;FOR;;Forelesninger;SOS2901;Skardhamar, Torbjørn;;Professor;185170700;SV-ISS;BL09130 Auditorium 6;;622, 971, 2229, 4622, 5869;1;
24V-SOS2950-1-1-1-501;08.02.2024;10:15;08.02.2024;12:00;30;FOR;;Forelesninger;SOS2950;Isungset, Martin Arstad;;Postdoktor;185170700;SV-ISS;BL09116 Auditorium 5;;971, 2229, 4622;1;
24V-SOS4001-1-1-1-1;08.02.2024;10:15;08.02.2024;12:00;60;FOR;;Forelesninger;SOS4001;Andersen, Bjørn Schiermer;;Professor;185170700;SV-ISS;BL09113 Auditorium 4;;4624;1;
24V-SGO3090-1-1-1-1;08.02.2024;14:15;08.02.2024;16:00;30;SEMFOR;;Forelesning;SGO3090;Sæther, Bjørnar;;Professor;185170700;SV-ISS;BL11301 Seminarrom 301;;5032;1;
24V-SGO2100-1-1-2-2-1;09.02.2024;10:15;09.02.2024;12:00;22;SEM;2;Seminargruppe 2: ;SGO2100;Schnell, Alf Jørgen;;Stipendiat;185170700;SV-ISS;BL11114 Seminarrom 114;;;1;
24V-SGO2100-1-1-2-1-1;09.02.2024;10:15;09.02.2024;12:00;22;SEM;1;Seminargruppe 1: ;SGO2100;Star, Marieke Elisabeth van der;;Stipendiat;185170700;SV-ISS;BL11124 Seminarrom 124;;;1;
24V-KULKOM3090-1-1-3-2-1;09.02.2024;10:15;09.02.2024;12:00;12;SEM;2;Seminargruppe 2;KULKOM3090;Moen-Larsen, Natalia;;Førstelektor;185170700;SV-ISS;BL273528 Grupperom 8;;622, 1573, 2133, 2135, 5869, 6412;1;
24V-SGO2302-1-1-2-5-1;09.02.2024;10:15;09.02.2024;12:00;22;SEM;5;Group 5: Seminar group 5;SGO2302;Berg, Siri Adele Langaas;;;185170700;SV-ISS;BL11120 Seminarrom 120;;;1;
24V-SGO1004-1-1-3-1-1;09.02.2024;12:15;09.02.2024;14:00;17;SEM;1;Seminargruppe 1: ;SGO1004;Gentile, Michael;;Professor;185170700;SV-ISS;BL11150 Seminarrom 150;;5034;1;
24V-KULKOM3090-1-1-3-4-501;09.02.2024;12:15;09.02.2024;14:00;12;SEM;4;Seminargruppe 4;KULKOM3090;Moen-Larsen, Natalia;;Førstelektor;185170700;SV-ISS;BL273528 Grupperom 8;;622, 1573, 2133, 2135, 5869, 6412;1;
24V-KULKOM3090-1-1-3-1-1;09.02.2024;14:15;09.02.2024;16:00;12;SEM;1;Seminargruppe 1;KULKOM3090;Storm-Mathisen, Frøja Isabella;;Stipendiat;185170700;SV-ISS;BL273528 Grupperom 8;;622, 1573, 2133, 2135, 5869, 6412;1;
24V-KULKOM3090-1-1-3-3-1;12.02.2024;08:15;12.02.2024;10:00;12;SEM;3;Seminargruppe 3;KULKOM3090;Storm-Mathisen, Frøja Isabella;;Stipendiat;185170700;SV-ISS;BL273528 Grupperom 8;;622, 1573, 2133, 2135, 5869, 6412;1;
